Order_ID,Customer_ID,Purchase_Date,City,Store_Name,Product_Category,Product_Name,Quantity,Unit_Price,Sales_Amount,Discount,Payment_Method,Customer_Segment,Delivery_Days,Customer_Rating
ORD000026,CUST00340,2025-04-14,Chennai,Reliance Store 10,Groceries,Oil,3,4398,13194,1979.1,Credit Card,Regular,5,1
ORD000027,CUST01142,2022-07-27,Chennai,Reliance Store 17,Fashion,Shirt,4,4564,18256,2738.4,Cash,Regular,1,1
ORD000028,CUST00731,2021-11-12,Ahmedabad,Reliance Store 5,Furniture,Chair,4,4337,17348,867.4,Credit Card,Premium,2,2
ORD000029,CUST00023,2023-04-25,Pune,Reliance Store 18,Fashion,Shirt,4,311,1244,0.0,Credit Card,Occasional,7,4
ORD000030,CUST00231,2022-08-02,Pune,Reliance Store 7,Beauty,Cream,2,2591,5182,0.0,Debit Card,Premium,4,2
ORD000031,CUST01357,2023-06-10,Kolkata,Reliance Store 18,Furniture,Chair,2,4282,8564,1284.6,UPI,Regular,7,1
ORD000032,CUST01498,2025-01-15,Mumbai,Reliance Store 5,Beauty,Face Wash,2,3996,7992,1198.8,Debit Card,Occasional,5,1
ORD000033,CUST00592,2023-01-13,Chennai,Reliance Store 13,Mobile Accessories,Charger,5,2991,14955,0.0,Net Banking,Premium,5,3
ORD000034,CUST00369,2023-05-08,Bengaluru,Reliance Store 16,Fashion,Shirt,2,3248,6496,0.0,Credit Card,Premium,3,1
ORD000035,CUST00938,2023-06-01,Chennai,Reliance Store 13,Fashion,Shirt,2,1894,3788,0.0,Credit Card,Premium,4,1
ORD000036,CUST00901,2025-07-22,Chennai,Reliance Store 8,Electronics,Laptop,1,3040,3040,456.0,Debit Card,Occasional,2,1
ORD000037,CUST01371,2023-04-01,Pune,Reliance Store 8,Groceries,Rice,3,2781,8343,0.0,Net Banking,Premium,1,2
ORD000038,CUST01142,2025-06-12,Hyderabad,Reliance Store 20,Beauty,Cream,2,1124,2248,224.8,Cash,Occasional,3,3
ORD000039,CUST01235,2022-08-16,Pune,Reliance Store 11,Electronics,Smart Watch,4,372,1488,0.0,Debit Card,Occasional,7,1
ORD000040,CUST01474,2022-01-12,Pune,Reliance Store 15,Beauty,Face Wash,1,3200,3200,160.0,Cash,Occasional,6,1
ORD000041,CUST00876,2025-05-13,Ahmedabad,Reliance Store 10,Home Appliances,Fan,2,3034,6068,303.4,Cash,Premium,3,1
ORD000042,CUST00377,2021-07-26,Bengaluru,Reliance Store 20,Electronics,Laptop,2,3094,6188,618.8,UPI,Premium,3,1
ORD000043,CUST00517,2023-04-22,Mumbai,Reliance Store 20,Beauty,Perfume,3,1165,3495,0.0,Net Banking,Premium,3,3
ORD000044,CUST00011,2021-07-11,Mumbai,Reliance Store 20,Beauty,Face Wash,4,2024,8096,1214.4,Cash,Regular,6,2
ORD000045,CUST00851,2022-03-06,Chennai,Reliance Store 1,Electronics,Headphones,4,102,408,20.4,UPI,Premium,5,3
ORD000046,CUST00626,2021-05-13,Hyderabad,Reliance Store 4,Furniture,Bookshelf,2,3295,6590,988.5,Debit Card,Occasional,1,5
ORD000047,CUST01224,2024-01-27,Pune,Reliance Store 1,Home Appliances,Fan,3,2651,7953,397.65,Debit Card,Regular,2,4
ORD000048,CUST00866,2021-05-15,Bengaluru,Reliance Store 6,Home Appliances,Fan,4,468,1872,0.0,Net Banking,Premium,7,1
ORD000049,CUST00821,2024-03-12,Kolkata,Reliance Store 18,Mobile Accessories,Power Bank,5,1655,8275,0.0,Credit Card,Premium,4,1
ORD000050,CUST01383,2021-03-14,Bengaluru,Reliance Store 17,Beauty,Face Wash,1,1805,1805,0.0,Cash,Occasional,4,5
ORD000051,CUST01317,2024-09-09,Kolkata,Reliance Store 14,Furniture,Bookshelf,3,1594,4782,0.0,UPI,Premium,2,2
ORD000052,CUST00748,2023-11-11,Kolkata,Reliance Store 9,Electronics,Headphones,5,2573,12865,1929.75,Credit Card,Occasional,5,5
ORD000053,CUST01237,2024-12-23,Bengaluru,Reliance Store 17,Fashion,Shoes,1,4854,4854,0.0,Cash,Occasional,2,5
ORD000054,CUST00607,2025-07-13,Ahmedabad,Reliance Store 12,Mobile Accessories,Earbuds,1,3144,3144,314.4,Net Banking,Occasional,5,3
ORD000055,CUST00768,2021-04-18,Mumbai,Reliance Store 16,Home Appliances,Iron Box,2,425,850,127.5,Credit Card,Premium,6,5
ORD000056,CUST00786,2021-10-06,Mumbai,Reliance Store 16,Fashion,Shoes,2,4800,9600,480.0,Net Banking,Regular,3,3
ORD000057,CUST01385,2023-09-12,Bengaluru,Reliance Store 8,Furniture,Chair,3,2867,8601,0.0,Net Banking,Occasional,7,2
ORD000058,CUST00302,2025-07-12,Bengaluru,Reliance Store 13,Sports,Yoga Mat,1,1249,1249,62.45,Net Banking,Premium,5,2
ORD000059,CUST00964,2021-11-16,Delhi,Reliance Store 12,Mobile Accessories,Earbuds,5,142,710,106.5,Credit Card,Premium,4,4
ORD000060,CUST01307,2023-05-30,Kolkata,Reliance Store 3,Furniture,Table,3,487,1461,219.15,Cash,Premium,1,1
ORD000061,CUST00489,2024-12-05,Ahmedabad,Reliance Store 19,Sports,Yoga Mat,3,2724,8172,817.2,Credit Card,Premium,2,2
ORD000062,CUST00878,2024-08-02,Hyderabad,Reliance Store 12,Mobile Accessories,Earbuds,2,3941,7882,394.1,Debit Card,Regular,5,3
ORD000063,CUST00097,2021-08-30,Bengaluru,Reliance Store 17,Fashion,Shirt,3,1786,5358,803.7,Net Banking,Regular,4,4
ORD000064,CUST00715,2022-04-14,Pune,Reliance Store 14,Fashion,Shoes,2,1602,3204,480.6,UPI,Regular,1,3
ORD000065,CUST00527,2021-07-03,Mumbai,Reliance Store 12,Furniture,Chair,1,1705,1705,85.25,UPI,Premium,4,4
ORD000066,CUST00850,2021-04-16,Mumbai,Reliance Store 10,Furniture,Bookshelf,4,430,1720,258.0,Cash,Occasional,3,3
ORD000067,CUST01241,2022-01-15,Mumbai,Reliance Store 1,Sports,Football,1,2828,2828,424.2,Net Banking,Regular,1,2
ORD000068,CUST00311,2022-10-17,Ahmedabad,Reliance Store 12,Beauty,Face Wash,3,2451,7353,0.0,Net Banking,Regular,7,2
ORD000069,CUST01435,2023-09-02,Chennai,Reliance Store 10,Home Appliances,Mixer,3,2072,6216,310.8,Cash,Regular,7,3
ORD000070,CUST00553,2023-06-13,Delhi,Reliance Store 3,Mobile Accessories,Earbuds,4,3894,15576,2336.4,Cash,Premium,7,5
ORD000071,CUST01155,2024-06-08,Bengaluru,Reliance Store 8,Sports,Cricket Bat,4,4738,18952,947.6,Cash,Occasional,4,5
ORD000072,CUST00596,2021-12-25,Chennai,Reliance Store 14,Beauty,Cream,5,2025,10125,0.0,Net Banking,Regular,5,1
ORD000073,CUST00345,2022-12-07,Bengaluru,Reliance Store 5,Sports,Football,4,1204,4816,722.4,Credit Card,Premium,4,3
ORD000074,CUST00608,2022-01-27,Hyderabad,Reliance Store 10,Home Appliances,Mixer,5,1707,8535,1280.25,UPI,Premium,2,3
ORD000075,CUST00206,2022-05-14,Hyderabad,Reliance Store 12,Electronics,Laptop,3,423,1269,0.0,Credit Card,Regular,4,2
ORD000076,CUST00104,2024-05-26,Chennai,Reliance Store 4,Fashion,Jeans,5,4394,21970,1098.5,Credit Card,Occasional,3,2
ORD000077,CUST00756,2025-02-20,Kolkata,Reliance Store 1,Mobile Accessories,Earbuds,2,4866,9732,1459.8,Debit Card,Regular,4,5
ORD000078,CUST00395,2022-04-14,Delhi,Reliance Store 15,Electronics,Smart Watch,5,1277,6385,319.25,Net Banking,Occasional,7,2
ORD000079,CUST00476,2023-10-19,Mumbai,Reliance Store 4,Electronics,Headphones,5,1481,7405,370.25,UPI,Regular,6,4
ORD000080,CUST01271,2023-06-04,Mumbai,Reliance Store 9,Home Appliances,Iron Box,5,1998,9990,999.0,Debit Card,Premium,2,5
ORD000081,CUST01353,2024-12-28,Mumbai,Reliance Store 14,Home Appliances,Fan,2,172,344,34.4,Cash,Premium,2,4
ORD000082,CUST00894,2024-01-21,Delhi,Reliance Store 4,Sports,Football,5,690,3450,0.0,Credit Card,Regular,3,2
ORD000083,CUST00239,2024-11-27,Ahmedabad,Reliance Store 16,Mobile Accessories,Power Bank,4,2577,10308,1030.8,UPI,Premium,3,3
ORD000084,CUST00189,2021-07-31,Hyderabad,Reliance Store 12,Beauty,Perfume,5,4417,22085,3312.75,Cash,Regular,2,2
ORD000085,CUST00424,2025-01-16,Ahmedabad,Reliance Store 5,Home Appliances,Fan,2,2822,5644,282.2,Cash,Regular,4,2
ORD000086,CUST00810,2023-12-31,Kolkata,Reliance Store 1,Beauty,Cream,5,3100,15500,775.0,Cash,Premium,6,5
ORD000087,CUST00911,2025-07-09,Pune,Reliance Store 1,Home Appliances,Fan,2,2917,5834,875.1,Debit Card,Regular,6,1
ORD000088,CUST00273,2025-07-04,Delhi,Reliance Store 6,Home Appliances,Iron Box,1,2225,2225,111.25,Credit Card,Premium,5,2
ORD000089,CUST01121,2023-08-30,Hyderabad,Reliance Store 13,Electronics,Smart Watch,3,3387,10161,1524.15,Debit Card,Occasional,6,3
ORD000090,CUST00898,2024-08-22,Delhi,Reliance Store 3,Electronics,Headphones,1,2002,2002,100.1,Cash,Regular,7,4
ORD000091,CUST00114,2022-05-05,Bengaluru,Reliance Store 15,Mobile Accessories,Power Bank,5,429,2145,107.25,UPI,Occasional,4,1
ORD000092,CUST00455,2021-02-10,Mumbai,Reliance Store 3,Sports,Yoga Mat,2,1681,3362,504.3,Net Banking,Occasional,4,3
ORD000093,CUST01286,2024-08-21,Chennai,Reliance Store 17,Home Appliances,Fan,3,3313,9939,496.95,Credit Card,Premium,6,5
ORD000094,CUST00964,2022-08-11,Bengaluru,Reliance Store 18,Home Appliances,Iron Box,3,2390,7170,717.0,Credit Card,Premium,2,1
ORD000095,CUST00218,2024-06-17,Ahmedabad,Reliance Store 2,Sports,Yoga Mat,2,3088,6176,0.0,Debit Card,Occasional,7,5
ORD000096,CUST01487,2025-05-04,Pune,Reliance Store 4,Groceries,Rice,5,3300,16500,825.0,Debit Card,Occasional,4,2
ORD000097,CUST00416,2024-04-20,Pune,Reliance Store 10,Mobile Accessories,Power Bank,5,2641,13205,1320.5,Cash,Regular,5,5
ORD000098,CUST01018,2023-12-10,Mumbai,Reliance Store 5,Sports,Cricket Bat,2,3845,7690,1153.5,UPI,Occasional,3,4
ORD000099,CUST00673,2021-02-21,Chennai,Reliance Store 8,Mobile Accessories,Charger,2,1813,3626,181.3,Debit Card,Premium,4,2
ORD000100,CUST00012,2021-05-11,Chennai,Reliance Store 6,Furniture,Chair,4,1659,6636,0.0,Cash,Regular,3,2
ORD000101,CUST00133,2024-01-06,Delhi,Reliance Store 13,Furniture,Bookshelf,4,4706,18824,941.2,Net Banking,Regular,2,3
ORD000102,CUST01484,2024-04-10,Hyderabad,Reliance Store 6,Home Appliances,Iron Box,3,4484,13452,1345.2,Cash,Occasional,1,1
ORD000103,CUST00823,2021-05-09,Bengaluru,Reliance Store 4,Mobile Accessories,Charger,1,567,567,56.7,Credit Card,Regular,2,2
ORD000104,CUST00075,2021-05-24,Chennai,Reliance Store 16,Home Appliances,Iron Box,4,288,1152,57.6,Credit Card,Occasional,4,4
ORD000105,CUST00224,2023-08-03,Mumbai,Reliance Store 12,Home Appliances,Fan,1,3563,3563,0.0,Credit Card,Regular,5,5
ORD000106,CUST00511,2022-04-02,Chennai,Reliance Store 6,Home Appliances,Mixer,5,1246,6230,623.0,Net Banking,Regular,1,2
ORD000107,CUST00764,2023-01-14,Mumbai,Reliance Store 8,Home Appliances,Fan,1,2206,2206,220.6,UPI,Premium,6,3
ORD000108,CUST00812,2022-05-18,Pune,Reliance Store 11,Fashion,Jeans,5,4330,21650,1082.5,Net Banking,Regular,4,1
ORD000109,CUST00207,2023-08-28,Kolkata,Reliance Store 7,Fashion,Shoes,1,984,984,0.0,Net Banking,Occasional,6,2
ORD000110,CUST01431,2025-10-22,Bengaluru,Reliance Store 20,Sports,Yoga Mat,2,1158,2316,231.6,Debit Card,Premium,7,4
ORD000111,CUST01027,2021-06-08,Delhi,Reliance Store 14,Groceries,Milk,1,2348,2348,352.2,Debit Card,Premium,2,4
ORD000112,CUST01219,2024-06-17,Delhi,Reliance Store 18,Electronics,Smart Watch,5,4499,22495,2249.5,Cash,Occasional,6,5
ORD000113,CUST00460,2025-05-24,Ahmedabad,Reliance Store 11,Beauty,Face Wash,2,1725,3450,0.0,Cash,Premium,4,4
ORD000114,CUST00661,2024-01-04,Delhi,Reliance Store 18,Home Appliances,Fan,4,2635,10540,0.0,Net Banking,Premium,4,2
ORD000115,CUST00285,2024-10-06,Ahmedabad,Reliance Store 4,Electronics,Headphones,4,3611,14444,722.2,Credit Card,Premium,1,5
ORD000116,CUST00647,2024-11-07,Kolkata,Reliance Store 10,Beauty,Face Wash,3,1221,3663,183.15,Net Banking,Occasional,1,5
ORD000117,CUST01293,2021-03-13,Delhi,Reliance Store 8,Furniture,Table,3,3584,10752,1612.8,Net Banking,Premium,4,1
ORD000118,CUST01050,2025-11-06,Delhi,Reliance Store 5,Home Appliances,Iron Box,2,1480,2960,148.0,Debit Card,Premium,4,3
ORD000119,CUST00326,2021-01-16,Delhi,Reliance Store 17,Home Appliances,Fan,4,3777,15108,0.0,Credit Card,Regular,4,2
ORD000120,CUST00115,2025-01-26,Chennai,Reliance Store 15,Beauty,Face Wash,3,2552,7656,0.0,UPI,Regular,3,2
ORD000121,CUST00397,2025-04-16,Ahmedabad,Reliance Store 6,Furniture,Chair,5,626,3130,156.5,UPI,Premium,2,5
ORD000122,CUST00497,2023-08-11,Ahmedabad,Reliance Store 17,Groceries,Milk,1,837,837,83.7,Credit Card,Occasional,4,4
ORD000123,CUST00436,2024-07-24,Kolkata,Reliance Store 20,Fashion,Shoes,1,2211,2211,221.1,Net Banking,Occasional,1,5
ORD000124,CUST00599,2025-05-29,Bengaluru,Reliance Store 16,Electronics,Laptop,2,1738,3476,521.4,Credit Card,Regular,5,4
ORD000125,CUST00230,2025-04-25,Chennai,Reliance Store 19,Mobile Accessories,Power Bank,3,1262,3786,378.6,UPI,Premium,3,1
ORD000126,CUST01353,2023-04-17,Hyderabad,Reliance Store 20,Home Appliances,Iron Box,3,4195,12585,1887.75,Credit Card,Premium,7,4
ORD000127,CUST01235,2023-02-11,Pune,Reliance Store 4,Fashion,Shoes,5,4619,23095,1154.75,Credit Card,Premium,2,5
ORD000128,CUST00845,2022-08-10,Bengaluru,Reliance Store 19,Home Appliances,Mixer,2,2212,4424,0.0,Debit Card,Occasional,3,4
ORD000129,CUST01366,2023-03-14,Kolkata,Reliance Store 19,Fashion,Jeans,1,2772,2772,277.2,Cash,Regular,4,2
ORD000130,CUST01377,2021-06-28,Pune,Reliance Store 7,Electronics,Smart Watch,1,3639,3639,0.0,UPI,Regular,2,5
ORD000131,CUST01358,2023-01-20,Delhi,Reliance Store 19,Fashion,Shirt,2,2639,5278,527.8,Net Banking,Premium,5,4
ORD000132,CUST00582,2023-03-09,Hyderabad,Reliance Store 3,Groceries,Milk,3,2453,7359,0.0,Debit Card,Occasional,1,3
ORD000133,CUST00089,2023-12-27,Ahmedabad,Reliance Store 17,Fashion,Shirt,5,1880,9400,470.0,Debit Card,Regular,3,5
ORD000134,CUST01144,2022-01-25,Chennai,Reliance Store 19,Furniture,Table,3,1577,4731,709.65,Credit Card,Premium,2,3
ORD000135,CUST00108,2022-11-24,Delhi,Reliance Store 17,Furniture,Bookshelf,5,4191,20955,0.0,Credit Card,Regular,2,3
ORD000136,CUST01127,2023-01-16,Hyderabad,Reliance Store 4,Sports,Yoga Mat,3,2748,8244,412.2,Debit Card,Regular,2,5
ORD000137,CUST00585,2024-12-20,Chennai,Reliance Store 11,Sports,Yoga Mat,2,3970,7940,1191.0,Net Banking,Regular,7,4
ORD000138,CUST00116,2024-04-15,Mumbai,Reliance Store 13,Sports,Yoga Mat,4,4102,16408,820.4,Net Banking,Regular,4,1
ORD000139,CUST00255,2021-12-30,Ahmedabad,Reliance Store 12,Beauty,Face Wash,3,1065,3195,319.5,UPI,Occasional,7,2
ORD000140,CUST00227,2024-09-26,Kolkata,Reliance Store 2,Sports,Yoga Mat,1,3682,3682,552.3,Credit Card,Occasional,2,1
ORD000141,CUST00368,2021-04-05,Hyderabad,Reliance Store 18,Home Appliances,Mixer,5,1410,7050,0.0,Credit Card,Regular,1,5
ORD000142,CUST00707,2022-01-13,Pune,Reliance Store 2,Home Appliances,Mixer,4,3222,12888,1933.2,Credit Card,Occasional,1,3
ORD000143,CUST00037,2024-02-03,Mumbai,Reliance Store 12,Fashion,Shirt,5,649,3245,486.75,Net Banking,Regular,4,1
ORD000144,CUST01289,2021-12-07,Hyderabad,Reliance Store 13,Groceries,Rice,2,636,1272,63.6,Net Banking,Premium,3,5
ORD000145,CUST01105,2023-07-30,Ahmedabad,Reliance Store 10,Groceries,Rice,4,3937,15748,787.4,Cash,Regular,6,2
ORD000146,CUST00719,2023-10-25,Chennai,Reliance Store 13,Fashion,Jeans,5,3573,17865,1786.5,Credit Card,Regular,1,1
ORD000147,CUST01063,2022-07-11,Pune,Reliance Store 11,Furniture,Bookshelf,1,3920,3920,588.0,Net Banking,Premium,5,3
ORD000148,CUST00833,2025-02-21,Kolkata,Reliance Store 15,Groceries,Milk,2,3503,7006,700.6,Debit Card,Regular,7,5
ORD000149,CUST00962,2022-11-20,Kolkata,Reliance Store 3,Mobile Accessories,Power Bank,2,4835,9670,967.0,Credit Card,Premium,7,1
ORD000150,CUST01178,2025-11-26,Kolkata,Reliance Store 2,Home Appliances,Iron Box,5,2896,14480,724.0,Cash,Regular,1,1
ORD000151,CUST00192,2023-03-26,Bengaluru,Reliance Store 11,Mobile Accessories,Charger,1,2621,2621,262.1,Credit Card,Occasional,7,1
ORD000152,CUST00737,2025-12-24,Pune,Reliance Store 17,Electronics,Laptop,5,681,3405,510.75,Cash,Regular,2,5
ORD000153,CUST00288,2025-04-09,Kolkata,Reliance Store 9,Fashion,Shoes,3,2227,6681,0.0,UPI,Premium,2,5
ORD000154,CUST00264,2023-02-17,Mumbai,Reliance Store 11,Mobile Accessories,Power Bank,1,1989,1989,0.0,Debit Card,Premium,1,5
ORD000155,CUST01362,2024-02-22,Delhi,Reliance Store 12,Home Appliances,Iron Box,2,2907,5814,581.4,Cash,Occasional,4,3
ORD000156,CUST00608,2021-04-12,Chennai,Reliance Store 9,Fashion,Jeans,1,3568,3568,178.4,Debit Card,Regular,4,2
ORD000157,CUST00634,2022-01-25,Kolkata,Reliance Store 15,Electronics,Smart Watch,2,2884,5768,576.8,Net Banking,Occasional,7,5
ORD000158,CUST01473,2023-12-23,Chennai,Reliance Store 2,Sports,Yoga Mat,3,3105,9315,931.5,UPI,Premium,7,4
ORD000159,CUST00139,2025-08-18,Bengaluru,Reliance Store 7,Groceries,Rice,2,349,698,104.7,Credit Card,Premium,7,2
ORD000160,CUST00267,2021-12-18,Mumbai,Reliance Store 13,Groceries,Milk,1,4333,4333,216.65,Net Banking,Premium,4,2
ORD000161,CUST01306,2023-01-28,Chennai,Reliance Store 3,Groceries,Milk,1,3994,3994,599.1,Cash,Regular,3,5
ORD000162,CUST01311,2025-12-09,Delhi,Reliance Store 19,Groceries,Milk,1,244,244,36.6,Debit Card,Premium,4,5
ORD000163,CUST00648,2023-01-15,Chennai,Reliance Store 15,Sports,Football,4,248,992,99.2,Credit Card,Premium,4,1
ORD000164,CUST00976,2025-03-07,Ahmedabad,Reliance Store 17,Electronics,Laptop,4,175,700,105.0,Cash,Occasional,6,3
ORD000165,CUST00686,2023-02-03,Delhi,Reliance Store 17,Mobile Accessories,Power Bank,5,3070,15350,1535.0,Net Banking,Regular,7,4
ORD000166,CUST01218,2024-06-29,Hyderabad,Reliance Store 6,Home Appliances,Fan,5,1401,7005,700.5,UPI,Occasional,7,4
ORD000167,CUST00660,2025-05-04,Mumbai,Reliance Store 9,Beauty,Cream,1,2545,2545,127.25,Net Banking,Regular,7,3
ORD000168,CUST00132,2024-02-04,Pune,Reliance Store 5,Groceries,Oil,4,2221,8884,0.0,UPI,Occasional,5,4
ORD000169,CUST00333,2024-09-01,Bengaluru,Reliance Store 19,Fashion,Shirt,5,2332,11660,1166.0,Cash,Premium,6,3
ORD000170,CUST01273,2022-10-27,Ahmedabad,Reliance Store 4,Groceries,Milk,1,3974,3974,596.1,Net Banking,Premium,6,3
ORD000171,CUST01310,2022-08-21,Kolkata,Reliance Store 14,Home Appliances,Fan,3,674,2022,101.1,Debit Card,Occasional,2,1
ORD000172,CUST00562,2024-05-16,Delhi,Reliance Store 8,Sports,Football,5,2276,11380,0.0,Credit Card,Regular,6,1
ORD000173,CUST01196,2023-04-03,Mumbai,Reliance Store 16,Beauty,Face Wash,2,561,1122,56.1,Cash,Regular,1,1
ORD000174,CUST00712,2023-04-06,Mumbai,Reliance Store 18,Home Appliances,Mixer,5,2498,12490,1873.5,Cash,Regular,5,4
ORD000175,CUST00893,2023-09-07,Mumbai,Reliance Store 13,Home Appliances,Iron Box,4,3076,12304,1230.4,Credit Card,Premium,6,4
ORD000176,CUST00613,2021-01-13,Ahmedabad,Reliance Store 17,Mobile Accessories,Earbuds,5,4162,20810,2081.0,Cash,Occasional,1,3
ORD000177,CUST00535,2021-03-17,Hyderabad,Reliance Store 1,Furniture,Bookshelf,1,4952,4952,0.0,Debit Card,Premium,2,5
ORD000178,CUST00112,2024-12-24,Chennai,Reliance Store 15,Fashion,Shoes,2,4228,8456,0.0,Cash,Regular,7,1
ORD000179,CUST00356,2021-06-04,Mumbai,Reliance Store 8,Fashion,Shoes,3,3710,11130,0.0,Debit Card,Occasional,2,1
ORD000180,CUST00643,2021-05-27,Delhi,Reliance Store 16,Beauty,Face Wash,1,1675,1675,0.0,Credit Card,Occasional,5,3
ORD000181,CUST00408,2025-06-04,Mumbai,Reliance Store 10,Furniture,Chair,4,3670,14680,734.0,Net Banking,Premium,3,1
ORD000182,CUST00769,2024-11-17,Kolkata,Reliance Store 5,Electronics,Headphones,1,3564,3564,356.4,Debit Card,Regular,5,3
ORD000183,CUST00943,2025-04-06,Delhi,Reliance Store 13,Home Appliances,Iron Box,4,1613,6452,645.2,UPI,Regular,7,3
ORD000184,CUST01044,2021-11-28,Chennai,Reliance Store 4,Beauty,Perfume,3,3351,10053,0.0,Credit Card,Occasional,2,2
ORD000185,CUST00467,2023-09-16,Pune,Reliance Store 9,Mobile Accessories,Power Bank,3,4940,14820,1482.0,Credit Card,Regular,7,3
ORD000186,CUST00547,2024-06-17,Mumbai,Reliance Store 19,Mobile Accessories,Charger,5,955,4775,238.75,UPI,Occasional,7,2
ORD000187,CUST00153,2025-01-31,Ahmedabad,Reliance Store 1,Home Appliances,Fan,2,3555,7110,1066.5,Debit Card,Premium,6,3
ORD000188,CUST00503,2022-10-25,Hyderabad,Reliance Store 14,Groceries,Oil,3,2999,8997,899.7,Debit Card,Premium,4,1
ORD000189,CUST00292,2022-06-05,Mumbai,Reliance Store 4,Beauty,Perfume,5,1279,6395,959.25,Net Banking,Occasional,6,3
ORD000190,CUST00467,2024-08-04,Ahmedabad,Reliance Store 20,Electronics,Smart Watch,2,4713,9426,0.0,Net Banking,Occasional,1,2
ORD000191,CUST00060,2021-11-12,Ahmedabad,Reliance Store 3,Furniture,Bookshelf,4,2935,11740,1174.0,Credit Card,Occasional,6,5
ORD000192,CUST00855,2025-07-03,Bengaluru,Reliance Store 8,Sports,Football,4,2115,8460,0.0,UPI,Regular,5,1
ORD000193,CUST01244,2021-01-29,Mumbai,Reliance Store 20,Groceries,Rice,4,2174,8696,434.8,Cash,Occasional,2,4
ORD000194,CUST01094,2023-01-12,Hyderabad,Reliance Store 11,Beauty,Cream,5,1620,8100,810.0,UPI,Occasional,7,2
ORD000195,CUST00450,2025-11-02,Delhi,Reliance Store 5,Sports,Cricket Bat,1,3610,3610,541.5,Debit Card,Premium,5,2
